,War,Start Date,End Date,Participant,Location,Casualties,Cause,Effect,Normalized Participant
15862,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,42295,Putin's Plan,solidarity concerts for Ukraine,Russia
15868,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,42295,Putin's Plan,solidarity concerts for Ukraine,Russia
15881,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,Putin's Plan,solidarity concerts for Ukraine,Russia
15890,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,presidency of Viktor Yanukovych,economic impact of the Russian invasion of Ukraine,Russia
15897,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,42295,Russian irredentism,economic impact of the Russian invasion of Ukraine,Russia
15916,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,Russian irredentism,economic impact of the Russian invasion of Ukraine,Russia
15918,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,presidency of Viktor Yanukovych,economic impact of the Russian invasion of Ukraine,Russia
15926,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,42295,Russian irredentism,economic impact of the Russian invasion of Ukraine,Russia
15937,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,presidency of Viktor Yanukovych,economic impact of the Russian invasion of Ukraine,Russia
15949,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,presidency of Viktor Yanukovych,economic impact of the Russian invasion of Ukraine,Russia
15956,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,presidency of Viktor Yanukovych,economic impact of the Russian invasion of Ukraine,Russia
15974,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,Putin's Plan,reactions to the Russian invasion of Ukraine,Russia
15984,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,Putin's Plan,reactions to the Russian invasion of Ukraine,Russia
15992,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,presidency of Viktor Yanukovych,Finland–NATO relations,Russia
16002,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,Putin's Plan,reactions to the Russian invasion of Ukraine,Russia
16013,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,42295,Putin's Plan,reactions to the Russian invasion of Ukraine,Russia
16032,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,Putin's Plan,reactions to the Russian invasion of Ukraine,Russia
16042,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,42295,Putin's Plan,reactions to the Russian invasion of Ukraine,Russia
16044,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,Russian irredentism,reactions to the Russian invasion of Ukraine,Russia
16048,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,42295,Russian irredentism,Finland–NATO relations,Russia
16058,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,presidency of Viktor Yanukovych,Finland–NATO relations,Russia
16066,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,Russian irredentism,Finland–NATO relations,Russia
16076,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,42295,Russian irredentism,Finland–NATO relations,Russia
16087,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,presidency of Viktor Yanukovych,Finland–NATO relations,Russia
16097,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,presidency of Viktor Yanukovych,Finland–NATO relations,Russia
16106,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,presidency of Viktor Yanukovych,Finland–NATO relations,Russia
16116,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,presidency of Viktor Yanukovych,Finland–NATO relations,Russia
16130,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,42295,anti-Ukrainian sentiment,international sanctions during the Russian invasion of Ukraine,Russia
16142,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,42295,anti-Ukrainian sentiment,international sanctions during the Russian invasion of Ukraine,Russia
16148,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,anti-Ukrainian sentiment,international sanctions during the Russian invasion of Ukraine,Russia
16159,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,Putin's Plan,international sanctions during the Russian invasion of Ukraine,Russia
16163,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,Russian irredentism,reactions to the Russian invasion of Ukraine,Russia
16173,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,Russian irredentism,reactions to the Russian invasion of Ukraine,Russia
16189,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,Putin's Plan,international sanctions during the Russian invasion of Ukraine,Russia
16196,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,anti-Ukrainian sentiment,Ukrainian refugee crisis,Russia
16208,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,Russian irredentism,reactions to the Russian invasion of Ukraine,Russia
16226,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,Russian irredentism,reactions to the Russian invasion of Ukraine,Russia
16235,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,Russian irredentism,reactions to the Russian invasion of Ukraine,Russia
16243,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,anti-Ukrainian sentiment,international sanctions during the Russian invasion of Ukraine,Russia
16253,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,anti-Ukrainian sentiment,international sanctions during the Russian invasion of Ukraine,Russia
16262,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,anti-Ukrainian sentiment,international sanctions during the Russian invasion of Ukraine,Russia
16272,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,anti-Ukrainian sentiment,international sanctions during the Russian invasion of Ukraine,Russia
16282,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,anti-Ukrainian sentiment,Finland–NATO relations,Russia
16292,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,anti-Ukrainian sentiment,Finland–NATO relations,Russia
16296,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,Russian irredentism,Finland–NATO relations,Russia
16302,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,Russian irredentism,Finland–NATO relations,Russia
16320,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,anti-Ukrainian sentiment,Finland–NATO relations,Russia
16330,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,anti-Ukrainian sentiment,Finland–NATO relations,Russia
16340,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,anti-Ukrainian sentiment,Finland–NATO relations,Russia
16349,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,anti-Ukrainian sentiment,Finland–NATO relations,Russia
16358,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,Putin's Plan,Finland–NATO relations,Russia
16368,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,Putin's Plan,Finland–NATO relations,Russia
16376,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,Putin's Plan,Finland–NATO relations,Russia
16386,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,Putin's Plan,Finland–NATO relations,Russia
16397,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,Russian irredentism,Finland–NATO relations,Russia
16407,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,Russian irredentism,Finland–NATO relations,Russia
16416,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,42295,Putin's Plan,Finland–NATO relations,Russia
16426,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,42295,Putin's Plan,Finland–NATO relations,Russia
16438,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,42295,anti-Ukrainian sentiment,reactions to the Russian invasion of Ukraine,Russia
16450,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,anti-Ukrainian sentiment,reactions to the Russian invasion of Ukraine,Russia
16456,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,anti-Ukrainian sentiment,reactions to the Russian invasion of Ukraine,Russia
16467,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,42295,anti-Ukrainian sentiment,reactions to the Russian invasion of Ukraine,Russia
16475,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,anti-Ukrainian sentiment,international sanctions during the Russian invasion of Ukraine,Russia
16479,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,Russian irredentism,Finland–NATO relations,Russia
16487,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,Putin's Plan,reactions to the Russian invasion of Ukraine,Russia
16497,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,Putin's Plan,reactions to the Russian invasion of Ukraine,Russia
16514,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,Putin's Plan,Finland–NATO relations,Russia
16533,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,42295,anti-Ukrainian sentiment,Finland–NATO relations,Russia
16535,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,Putin's Plan,Finland–NATO relations,Russia
16543,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,42295,anti-Ukrainian sentiment,Finland–NATO relations,Russia
16552,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,anti-Ukrainian sentiment,reactions to the Russian invasion of Ukraine,Russia
16562,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,anti-Ukrainian sentiment,reactions to the Russian invasion of Ukraine,Russia
16571,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,anti-Ukrainian sentiment,reactions to the Russian invasion of Ukraine,Russia
16581,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,anti-Ukrainian sentiment,reactions to the Russian invasion of Ukraine,Russia
16594,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,Ukraine bioweapons conspiracy theory,Finland–NATO relations,Russia
16612,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,Ukraine bioweapons conspiracy theory,Finland–NATO relations,Russia
16621,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,Ukraine bioweapons conspiracy theory,Finland–NATO relations,Russia
16623,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,42295,Ukraine bioweapons conspiracy theory,Finland–NATO relations,Russia
16633,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,eastward expansion of NATO,Finland–NATO relations,Russia
16641,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,eastward expansion of NATO,Finland–NATO relations,Russia
16660,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,42295,Ukraine bioweapons conspiracy theory,Finland–NATO relations,Russia
16663,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,Ukraine bioweapons conspiracy theory,Finland–NATO relations,Russia
16668,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,42295,Putin's Plan,Ukrainian refugee crisis,Russia
16678,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,Russian irredentism,Ukrainian refugee crisis,Russia
16686,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,Putin's Plan,Ukrainian refugee crisis,Russia
16696,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,42295,Putin's Plan,Ukrainian refugee crisis,Russia
16707,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,Russian irredentism,Ukrainian refugee crisis,Russia
16726,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,Russian irredentism,Ukrainian refugee crisis,Russia
16736,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,Russian irredentism,Ukrainian refugee crisis,Russia
16740,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,eastward expansion of NATO,Finland–NATO relations,Russia
16744,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,eastward expansion of NATO,reactions to the Russian invasion of Ukraine,Russia
16754,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,eastward expansion of NATO,reactions to the Russian invasion of Ukraine,Russia
16762,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,eastward expansion of NATO,reactions to the Russian invasion of Ukraine,Russia
16772,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,eastward expansion of NATO,reactions to the Russian invasion of Ukraine,Russia
16783,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,Putin's Plan,economic impact of the Russian invasion of Ukraine,Russia
16793,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,Putin's Plan,economic impact of the Russian invasion of Ukraine,Russia
16802,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,Putin's Plan,economic impact of the Russian invasion of Ukraine,Russia
16812,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,Putin's Plan,economic impact of the Russian invasion of Ukraine,Russia
16818,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,Ukraine bioweapons conspiracy theory,reactions to the Russian invasion of Ukraine,Russia
16828,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,Ukraine bioweapons conspiracy theory,reactions to the Russian invasion of Ukraine,Russia
16846,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,eastward expansion of NATO,Finland–NATO relations,Russia
16857,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,42295,Ukraine bioweapons conspiracy theory,reactions to the Russian invasion of Ukraine,Russia
16867,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,42295,Ukraine bioweapons conspiracy theory,reactions to the Russian invasion of Ukraine,Russia
16876,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,Ukraine bioweapons conspiracy theory,reactions to the Russian invasion of Ukraine,Russia
16886,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,Ukraine bioweapons conspiracy theory,reactions to the Russian invasion of Ukraine,Russia
16901,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,42295,Russian irredentism,international sanctions during the Russian invasion of Ukraine,Russia
16913,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,Russian irredentism,international sanctions during the Russian invasion of Ukraine,Russia
16919,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,Russian irredentism,international sanctions during the Russian invasion of Ukraine,Russia
16930,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,42295,Russian irredentism,international sanctions during the Russian invasion of Ukraine,Russia
16940,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,presidency of Viktor Yanukovych,international sanctions during the Russian invasion of Ukraine,Russia
16950,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,presidency of Viktor Yanukovych,international sanctions during the Russian invasion of Ukraine,Russia
16960,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,presidency of Viktor Yanukovych,international sanctions during the Russian invasion of Ukraine,Russia
16975,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,presidency of Viktor Yanukovych,reactions to the Russian invasion of Ukraine,Russia
16985,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,presidency of Viktor Yanukovych,reactions to the Russian invasion of Ukraine,Russia
16993,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,42295,Russian irredentism,reactions to the Russian invasion of Ukraine,Russia
17003,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,42295,Russian irredentism,reactions to the Russian invasion of Ukraine,Russia
17014,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,presidency of Viktor Yanukovych,reactions to the Russian invasion of Ukraine,Russia
17024,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,presidency of Viktor Yanukovych,reactions to the Russian invasion of Ukraine,Russia
17033,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,presidency of Viktor Yanukovych,reactions to the Russian invasion of Ukraine,Russia
17043,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,presidency of Viktor Yanukovych,reactions to the Russian invasion of Ukraine,Russia
17047,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,presidency of Viktor Yanukovych,international sanctions during the Russian invasion of Ukraine,Russia
17054,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,Putin's Plan,Ukrainian refugee crisis,Russia
17065,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,Putin's Plan,Ukrainian refugee crisis,Russia
17072,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,42295,anti-Ukrainian sentiment,Ukrainian refugee crisis,Russia
17082,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,42295,anti-Ukrainian sentiment,Ukrainian refugee crisis,Russia
17089,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,Putin's Plan,Ukrainian refugee crisis,Russia
17099,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,Putin's Plan,Ukrainian refugee crisis,Russia
17110,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,anti-Ukrainian sentiment,economic impact of the Russian invasion of Ukraine,Russia
17118,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,Putin's Plan,Ukrainian refugee crisis,Russia
17138,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,anti-Ukrainian sentiment,Ukrainian refugee crisis,Russia
17142,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,presidency of Viktor Yanukovych,international sanctions during the Russian invasion of Ukraine,Russia
17161,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,presidency of Viktor Yanukovych,international sanctions during the Russian invasion of Ukraine,Russia
17168,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,anti-Ukrainian sentiment,Ukrainian refugee crisis,Russia
17178,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,anti-Ukrainian sentiment,Ukrainian refugee crisis,Russia
17187,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,anti-Ukrainian sentiment,Ukrainian refugee crisis,Russia
17197,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,anti-Ukrainian sentiment,Ukrainian refugee crisis,Russia
17205,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,presidency of Viktor Yanukovych,nuclear risk during the Russian invasion of Ukraine,Russia
17215,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,presidency of Viktor Yanukovych,nuclear risk during the Russian invasion of Ukraine,Russia
17226,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,presidency of Viktor Yanukovych,nuclear risk during the Russian invasion of Ukraine,Russia
17236,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,presidency of Viktor Yanukovych,nuclear risk during the Russian invasion of Ukraine,Russia
17244,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,anti-Ukrainian sentiment,solidarity concerts for Ukraine,Russia
17261,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,anti-Ukrainian sentiment,solidarity concerts for Ukraine,Russia
17262,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,anti-Ukrainian sentiment,solidarity concerts for Ukraine,Russia
17274,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,anti-Ukrainian sentiment,solidarity concerts for Ukraine,Russia
17290,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,Russian irredentism,nuclear risk during the Russian invasion of Ukraine,Russia
17300,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,Russian irredentism,nuclear risk during the Russian invasion of Ukraine,Russia
17303,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,anti-Ukrainian sentiment,2022 annexation referendums in Russian-occupied Ukraine,Russia
17307,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,Putin's Plan,attacks in Russia during the Russian invasion of Ukraine,Russia
17315,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,anti-Ukrainian sentiment,2022 annexation referendums in Russian-occupied Ukraine,Russia
17330,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,presidency of Viktor Yanukovych,nuclear risk during the Russian invasion of Ukraine,Russia
17340,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,presidency of Viktor Yanukovych,nuclear risk during the Russian invasion of Ukraine,Russia
17352,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,42295,Russian irredentism,nuclear risk during the Russian invasion of Ukraine,Russia
17362,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,42295,Russian irredentism,nuclear risk during the Russian invasion of Ukraine,Russia
17367,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,anti-Ukrainian sentiment,solidarity concerts for Ukraine,Russia
17375,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,decommunization in Ukraine,Ukrainian refugee crisis,Russia
17388,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,decommunization in Ukraine,Ukrainian refugee crisis,Russia
17396,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,decommunization in Ukraine,Ukrainian refugee crisis,Russia
17406,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,decommunization in Ukraine,Ukrainian refugee crisis,Russia
17415,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,42295,decommunization in Ukraine,Ukrainian refugee crisis,Russia
17425,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,Putin's Plan,Q117749106,Russia
17437,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,decommunization in Ukraine,Ukrainian refugee crisis,Russia
17447,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,42295,decommunization in Ukraine,Ukrainian refugee crisis,Russia
17460,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,Putin's Plan,solidarity concerts for Ukraine,Russia
17470,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,42295,anti-Ukrainian sentiment,solidarity concerts for Ukraine,Russia
17480,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,42295,anti-Ukrainian sentiment,solidarity concerts for Ukraine,Russia
17490,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,Putin's Plan,solidarity concerts for Ukraine,Russia
17501,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,42295,presidency of Viktor Yanukovych,Ukrainian refugee crisis,Russia
17511,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,decommunization in Ukraine,Ukrainian refugee crisis,Russia
17512,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,42295,presidency of Viktor Yanukovych,Ukrainian refugee crisis,Russia
17519,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,anti-Ukrainian sentiment,attacks in Russia during the Russian invasion of Ukraine,Russia
17529,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,anti-Ukrainian sentiment,attacks in Russia during the Russian invasion of Ukraine,Russia
17538,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,decommunization in Ukraine,attacks in Russia during the Russian invasion of Ukraine,Russia
17548,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,decommunization in Ukraine,attacks in Russia during the Russian invasion of Ukraine,Russia
17559,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,decommunization in Ukraine,attacks in Russia during the Russian invasion of Ukraine,Russia
17569,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,decommunization in Ukraine,attacks in Russia during the Russian invasion of Ukraine,Russia
17578,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,42295,decommunization in Ukraine,attacks in Russia during the Russian invasion of Ukraine,Russia
17588,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,Ukraine bioweapons conspiracy theory,Ukrainian refugee crisis,Russia
17600,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,decommunization in Ukraine,attacks in Russia during the Russian invasion of Ukraine,Russia
