War,Start Date,End Date,Participant,Location,Casualties,Cause,Effect
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Donetsk People's Republic,Crimea,42295,Ukraine bioweapons conspiracy theory,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russian irregular forces during the Russian invasion of Ukraine,Russia,42295,Ukraine bioweapons conspiracy theory,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,Ukraine bioweapons conspiracy theory,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Belarus,Ukraine,42295,Ukraine bioweapons conspiracy theory,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Ukraine,Ukraine,42295,Ukraine bioweapons conspiracy theory,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russian Armed Forces,Ukraine,42295,Ukraine bioweapons conspiracy theory,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Armed Forces of Ukraine,Ukraine,42295,Ukraine bioweapons conspiracy theory,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Donetsk People's Republic,Ukraine,42295,Ukraine bioweapons conspiracy theory,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,Russian irredentism,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Luhansk People's Republic,Ukraine,42295,Ukraine bioweapons conspiracy theory,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,International Legion of Territorial Defense of Ukraine,Ukraine,42295,Ukraine bioweapons conspiracy theory,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russian irregular forces during the Russian invasion of Ukraine,Ukraine,42295,Ukraine bioweapons conspiracy theory,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,42295,Ukraine bioweapons conspiracy theory,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Belarus,Crimea,42295,Ukraine bioweapons conspiracy theory,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Ukraine,Crimea,42295,Ukraine bioweapons conspiracy theory,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russian Armed Forces,Crimea,42295,Ukraine bioweapons conspiracy theory,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Armed Forces of Ukraine,Crimea,42295,Ukraine bioweapons conspiracy theory,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Georgian Legion,Ukraine,42295,Ukraine bioweapons conspiracy theory,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Ukraine,Eastern Europe,10000,Putin's Plan,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russian irregular forces during the Russian invasion of Ukraine,Crimea,10000,Russian irredentism,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Georgian Legion,Crimea,10000,Russian irredentism,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russian Armed Forces,Ukraine,42295,Putin's Plan,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Armed Forces of Ukraine,Ukraine,42295,Putin's Plan,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Donetsk People's Republic,Ukraine,42295,Putin's Plan,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Luhansk People's Republic,Ukraine,42295,Putin's Plan,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Georgian Legion,Ukraine,42295,Putin's Plan,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,International Legion of Territorial Defense of Ukraine,Ukraine,42295,Putin's Plan,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russian irregular forces during the Russian invasion of Ukraine,Ukraine,42295,Putin's Plan,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,42295,Putin's Plan,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Belarus,Crimea,42295,Putin's Plan,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Ukraine,Crimea,42295,Putin's Plan,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russian Armed Forces,Crimea,42295,Putin's Plan,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Armed Forces of Ukraine,Crimea,42295,Putin's Plan,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Donetsk People's Republic,Crimea,42295,Putin's Plan,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Luhansk People's Republic,Crimea,42295,Putin's Plan,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Georgian Legion,Crimea,42295,Putin's Plan,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Ukraine,Ukraine,42295,Putin's Plan,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,International Legion of Territorial Defense of Ukraine,Crimea,42295,Putin's Plan,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Belarus,Ukraine,42295,Putin's Plan,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russian irregular forces during the Russian invasion of Ukraine,Russia,42295,Putin's Plan,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Armed Forces of Ukraine,Eastern Europe,10000,Putin's Plan,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Donetsk People's Republic,Eastern Europe,10000,Putin's Plan,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Luhansk People's Republic,Eastern Europe,10000,Putin's Plan,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Georgian Legion,Eastern Europe,10000,Putin's Plan,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,International Legion of Territorial Defense of Ukraine,Eastern Europe,10000,Putin's Plan,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russian irregular forces during the Russian invasion of Ukraine,Eastern Europe,10000,Putin's Plan,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,Putin's Plan,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Belarus,Russia,42295,Putin's Plan,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Ukraine,Russia,42295,Putin's Plan,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russian Armed Forces,Russia,42295,Putin's Plan,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Armed Forces of Ukraine,Russia,42295,Putin's Plan,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Donetsk People's Republic,Russia,42295,Putin's Plan,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Luhansk People's Republic,Russia,42295,Putin's Plan,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Georgian Legion,Russia,42295,Putin's Plan,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,International Legion of Territorial Defense of Ukraine,Russia,42295,Putin's Plan,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,Putin's Plan,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russian irregular forces during the Russian invasion of Ukraine,Crimea,42295,Putin's Plan,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,42295,Putin's Plan,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Belarus,Eastern Europe,42295,Putin's Plan,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Ukraine,Ukraine,10000,Russian irredentism,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russian Armed Forces,Ukraine,10000,Russian irredentism,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Armed Forces of Ukraine,Ukraine,10000,Russian irredentism,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Donetsk People's Republic,Ukraine,10000,Russian irredentism,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Luhansk People's Republic,Ukraine,10000,Russian irredentism,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Georgian Legion,Ukraine,10000,Russian irredentism,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,International Legion of Territorial Defense of Ukraine,Ukraine,10000,Russian irredentism,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russian irregular forces during the Russian invasion of Ukraine,Ukraine,10000,Russian irredentism,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,Russian irredentism,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Belarus,Crimea,10000,Russian irredentism,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Ukraine,Crimea,10000,Russian irredentism,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russian Armed Forces,Crimea,10000,Russian irredentism,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Armed Forces of Ukraine,Crimea,10000,Russian irredentism,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Donetsk People's Republic,Crimea,10000,Russian irredentism,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Luhansk People's Republic,Crimea,10000,Russian irredentism,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Georgian Legion,Russia,10000,eastward expansion of NATO,accession of Finland and Sweden to NATO
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,Russian irredentism,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russian irregular forces during the Russian invasion of Ukraine,Russia,10000,Russian irredentism,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,International Legion of Territorial Defense of Ukraine,Russia,10000,Russian irredentism,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Ukraine,Eastern Europe,42295,Putin's Plan,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russian Armed Forces,Eastern Europe,42295,Putin's Plan,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Armed Forces of Ukraine,Eastern Europe,42295,Putin's Plan,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Donetsk People's Republic,Eastern Europe,42295,Putin's Plan,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Luhansk People's Republic,Eastern Europe,42295,Putin's Plan,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Georgian Legion,Eastern Europe,42295,Putin's Plan,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,International Legion of Territorial Defense of Ukraine,Eastern Europe,42295,Putin's Plan,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,International Legion of Territorial Defense of Ukraine,Crimea,10000,Russian irredentism,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russian irregular forces during the Russian invasion of Ukraine,Eastern Europe,42295,Putin's Plan,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Belarus,Russia,10000,Russian irredentism,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Ukraine,Russia,10000,Russian irredentism,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russian Armed Forces,Russia,10000,Russian irredentism,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Armed Forces of Ukraine,Russia,10000,Russian irredentism,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Donetsk People's Republic,Russia,10000,Russian irredentism,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Luhansk People's Republic,Russia,10000,Russian irredentism,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Georgian Legion,Russia,10000,Russian irredentism,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,Russian irredentism,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,International Legion of Territorial Defense of Ukraine,Eastern Europe,42295,Putin's Plan,solidarity concerts for Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Georgian Legion,Eastern Europe,42295,Putin's Plan,solidarity concerts for Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Luhansk People's Republic,Eastern Europe,42295,Putin's Plan,solidarity concerts for Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Georgian Legion,Russia,10000,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,International Legion of Territorial Defense of Ukraine,Russia,10000,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russian irregular forces during the Russian invasion of Ukraine,Russia,10000,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Belarus,Ukraine,10000,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Ukraine,Ukraine,10000,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russian Armed Forces,Ukraine,10000,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Armed Forces of Ukraine,Ukraine,10000,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Donetsk People's Republic,Ukraine,10000,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Luhansk People's Republic,Ukraine,10000,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Georgian Legion,Ukraine,10000,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,International Legion of Territorial Defense of Ukraine,Ukraine,10000,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russian irregular forces during the Russian invasion of Ukraine,Ukraine,10000,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Belarus,Crimea,10000,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Luhansk People's Republic,Russia,10000,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Ukraine,Crimea,10000,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Donetsk People's Republic,Russia,10000,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russian Armed Forces,Russia,10000,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,International Legion of Territorial Defense of Ukraine,Crimea,42295,Russian irredentism,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russian irregular forces during the Russian invasion of Ukraine,Crimea,42295,Russian irredentism,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,42295,Russian irredentism,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Belarus,Eastern Europe,42295,Russian irredentism,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Ukraine,Eastern Europe,42295,Russian irredentism,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russian Armed Forces,Eastern Europe,42295,Russian irredentism,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Armed Forces of Ukraine,Eastern Europe,42295,Russian irredentism,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Donetsk People's Republic,Eastern Europe,42295,Russian irredentism,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Luhansk People's Republic,Eastern Europe,42295,Russian irredentism,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Georgian Legion,Eastern Europe,42295,Russian irredentism,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,International Legion of Territorial Defense of Ukraine,Eastern Europe,42295,Russian irredentism,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russian irregular forces during the Russian invasion of Ukraine,Eastern Europe,42295,Russian irredentism,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Belarus,Russia,10000,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Ukraine,Russia,10000,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Armed Forces of Ukraine,Russia,10000,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russian Armed Forces,Crimea,10000,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Armed Forces of Ukraine,Crimea,10000,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Donetsk People's Republic,Crimea,10000,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Luhansk People's Republic,Russia,42295,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Georgian Legion,Russia,42295,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,International Legion of Territorial Defense of Ukraine,Russia,42295,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russian irregular forces during the Russian invasion of Ukraine,Russia,42295,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Belarus,Ukraine,42295,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Ukraine,Ukraine,42295,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russian Armed Forces,Ukraine,42295,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Armed Forces of Ukraine,Ukraine,42295,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Donetsk People's Republic,Ukraine,42295,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Luhansk People's Republic,Ukraine,42295,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Georgian Legion,Ukraine,42295,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,International Legion of Territorial Defense of Ukraine,Eastern Europe,10000,Russian irredentism,economic impact of the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russian irregular forces during the Russian invasion of Ukraine,Eastern Europe,10000,Russian irredentism,economic impact of the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,Russian irredentism,economic impact of the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Donetsk People's Republic,Russia,42295,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Armed Forces of Ukraine,Russia,42295,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russian Armed Forces,Russia,42295,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Ukraine,Russia,42295,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Luhansk People's Republic,Crimea,10000,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Georgian Legion,Crimea,10000,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,International Legion of Territorial Defense of Ukraine,Crimea,10000,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russian irregular forces during the Russian invasion of Ukraine,Crimea,10000,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Belarus,Eastern Europe,10000,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Ukraine,Eastern Europe,10000,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Georgian Legion,Crimea,42295,Russian irredentism,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russian Armed Forces,Eastern Europe,10000,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Donetsk People's Republic,Eastern Europe,10000,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Luhansk People's Republic,Eastern Europe,10000,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Georgian Legion,Eastern Europe,10000,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,International Legion of Territorial Defense of Ukraine,Eastern Europe,10000,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russian irregular forces during the Russian invasion of Ukraine,Eastern Europe,10000,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Belarus,Russia,42295,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Armed Forces of Ukraine,Eastern Europe,10000,presidency of Viktor Yanukovych,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Belarus,Russia,42295,Russian irredentism,economic impact of the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Luhansk People's Republic,Crimea,42295,Russian irredentism,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Armed Forces of Ukraine,Crimea,42295,Russian irredentism,Call Russia
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,decommunization in Ukraine,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Belarus,Ukraine,42295,decommunization in Ukraine,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Ukraine,Ukraine,42295,decommunization in Ukraine,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russian Armed Forces,Ukraine,42295,decommunization in Ukraine,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Armed Forces of Ukraine,Ukraine,42295,decommunization in Ukraine,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Donetsk People's Republic,Ukraine,42295,decommunization in Ukraine,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Luhansk People's Republic,Ukraine,42295,decommunization in Ukraine,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Georgian Legion,Ukraine,42295,decommunization in Ukraine,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,International Legion of Territorial Defense of Ukraine,Ukraine,42295,decommunization in Ukraine,international sanctions during the Russian invasion of Ukraine
Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russian irregular forces during the Russian invasion of Ukraine,Ukraine,42295,decommunization in Ukraine,international sanctions during the Russian invasion of Ukraine
